Title,ID,Year,Country,Genre,"Genre ID","Technologies referenced","Technologies referenced id","Technologies used","Technologies used id",Topic,"Topic id",Sentiment,"Sentiment id","Situation machine vision is used in","Situation machine vision is used in ID",Characters,"Characters ID"
"Tom Clancy's Rainbow Six Siege",1608,2015,,Game,20003,"Biometrics, Body scans, Holograms, Non-Visible Spectrum, Surveillance cameras, UGV","20009, 200090, 20001339, 2000207, 200080, 2000947",,,"Conflict, Physical violence, Surveillance, War","200055, 200056, 200052, 200054",Empowering,2000318,"Tom Clancy's Rainbow Six Siege (Intel gathering drones and cameras), Tom Clancy's Rainbow Six Siege (Holographic decoys), Tom Clancy's Rainbow Six Siege (Thermal vision), Tom Clancy's Rainbow Six Siege (Footprint scanner and identification), Tom Clancy's Rainbow Six Siege (Near-invisible from cameras), Tom Clancy's Rainbow Six Siege (Killing using cardiac sensor)","1692, 1693, 3054, 3058, 3069, 3072","Timur ""Glaz"" Glazkov, Ryad Ramírez ""Jackal"" Al-Hassar, Nienke ""Iana"" Meijer, Aria ""Alibi"" de Luca, Chul Kyung ""Vigil"" Hwa, Jack ""Pulse"" Estrada, Nøkk","3055, 3059, 3060, 3061, 3071, 3073, 3070"
"Totally Normal",112,2016,"United States","Narrative, TV series or episode, Online video","20001, 2000131, 2000132","Augmented reality, Body scans, Drones (UAV)","200074, 200090, 200079",,,"Companionship, Playful","200050, 2000170","Exciting, Fun, Intimate","200097, 2000212, 2000100","Totally Normal (Augmented reality)",459,"AR girl",690
Transmetropolitan,254,1997,"United Kingdom","Narrative, Comic","20001, 2000330","AI (General Purpose Artificial Intelligence), Augmented reality, Body scans, Camera","2000152, 200074, 200090, 2000206",,,"Conflict, Dystopian, Inequality","200055, 200070, 200089",,,"Transmetropolitan (Augmented reality), Transmetropolitan (AI)","250, 253","Spider Jerusalem",247
"Trette Menn",164,1891,Norway,"Narrative, Novel","20001, 2000133",,,,,"Romantic relationship",200048,"Exciting, Helpful","200097, 200098","Trette menn (Skjermbrett)",2866,,
"True Beauty",389,2009,"United States","Narrative, TV series or episode","20001, 2000131",,,"Surveillance cameras",200080,"Competition, Empathy, Surveillance","2000245, 2000174, 200052","Exciting, Helpful, Intimate","200097, 200098, 2000100","True Beauty (Surveillance)",388,,
Trust,1769,2004,"United States, United Kingdom","Art, Video art","20002, 2000139",,,"Surveillance cameras",200080,"City, Playful, Surveillance","2000311, 2000170, 200052","Fun, Helpful, Intimate, Subversive","2000212, 200098, 2000100, 2000210","Trust (trusting surveillance cameras)",1779,"""Jill Magid""",1780
U,206,2016,"South Korea, United States","Art, Installation art","20002, 2000138","AI (General Purpose Artificial Intelligence), Machine learning, Surveillance cameras","2000152, 200012, 200080",,,"AI, Automation, City, Labour, Surveillance","2000168, 2000173, 2000311, 2000179, 200052","Alien, Intimate, Intrusive, Oppressive, Overwhelming","200096, 2000100, 2000209, 2000107, 2000188","U (Reenacting the Control Room)",522,"Call (U), Rita (U), Alex (U), Therapist (U)","521, 524, 523, 759"
Unmanned,192,2012,Italy,Game,20003,"Drones (UAV), Microscope/Telescope, Non-Visible Spectrum, Satellite images","200079, 2000195, 2000207, 200078",,,"Family, Free will, Physical violence, Surveillance, War","2000167, 2000163, 200056, 200052, 200054","Empowering, Flawed, Hostile, Intrusive","2000318, 2000208, 200099, 2000209","Unmanned (UAV search)",296,"UAV operator (Unmanned)",713
Upload,1189,2020,"United States","Narrative, TV series or episode","20001, 2000131","Virtual reality",2000147,,,"Autonomous vehicles, Grief, Hacking, Sex","2000201, 2000161, 2000160, 200053","Empowering, Flawed, Prosocial","2000318, 2000208, 2000319","Upload (VR sex), Upload (Nora edits VR avatars), Upload (VR distracts from intruder), Upload (Nathan controls real world)","1193, 1194, 1210, 1211","Nathan Brown, Nora Antony, Ingrid Kannerman","1190, 1191, 1192"
"URME Personal Surveillance Identity Prosthetic",1516,2013,"United States",Art,20002,"Facial recognition, Surveillance cameras","20007, 200080","3D scans",20001081,"AI, Hacking, Surveillance","2000168, 2000160, 200052","Creepy, Intrusive","2000327, 2000209","URME Personal Surveillance Identity Prosthetic (hiding from facial recognition)",1564,"Leo (URME)",2933
Us+,121,2013,"United States",Art,20002,"Emotion recognition, Webcams","200091, 2000153","Emotion recognition, Webcams","200091, 2000153","Companionship, Empathy, Family, Romantic relationship","200050, 2000174, 2000167, 200048","Helpful, Intrusive","200098, 2000209","Us+ (Emotion recognition)",251,"Us+ Daughter, US+ Office worker","685, 686"
"Us, Aggregated 3.0",2937,2019,"United States, Nigeria","Art, Video art","20002, 2000139",,,"Machine learning",200012,"AI, Family, Identity","2000168, 2000167, 2000169","Flawed, Intimate","2000208, 2000100","Us, Aggregated 3.0 (searching for similarity)",2938,,
Utbryterne,2642,2020,Norway,"Narrative, Novel","20001, 2000133","Drones (UAV), Holograms, Image generation, Surveillance cameras","200079, 20001339, 200073, 200080",,,"Climate Change, Dystopian, Gender, Inequality, Romantic relationship","200069, 200070, 2000165, 200089, 200048","Hostile, Misleading, Oppressive","200099, 2000213, 2000107","Utbryterne (Hologram rings), Utbryterne (Carla mistrusts reality), Utbryterne (Breaking the screen-walls), Utbryterne (Fake video of explosion)","2643, 2647, 2644, 2652","Carla (Utbryterne), Noah (Utbryterne), Garm Galtung (Utbryterne)","2640, 2641, 2653"
"Utopian Extraction",2828,2020,"South Korea","Art, Video art, Performance art","20002, 2000139, 2000140",,,"3D scans, Drones (UAV), Image generation, Machine learning, Object recognition, Satellite images","20001081, 200079, 200073, 200012, 200015, 200078","AI, Nature, Utopian","2000168, 2000175, 200071","Alien, Flawed, Subversive","200096, 2000208, 2000210","Utopian Extraction (revealing Generic Nature), Utopian Extraction (exploring an artifical ecosystem), Utopian Extraction (detecting stones)","2831, 2832, 2833","""3D Binna Choi""",2830
"Values Of Values",3020,2019,"Taiwan, Hong Kong SAR China, France, Algeria","Art, Installation art","20002, 2000138",,,"Body scans, Image generation","200090, 200073","Consciousness, Economy","2000171, 2000172",Exciting,200097,"Values Of Values (visualising human values with brainvaves)",3041,,
"VFRAME – Visual Forensics and Advanced Metadata Extraction",20,2017,"United States, Germany",Art,20002,,,"Machine learning, Object recognition","200012, 200015","Conflict, War","200055, 200054","Helpful, Subversive","200098, 2000210","VFRAME – Visual Forensics and Advanced Metadata Extraction (Object recognition for illegal munitions)",526,,
"Vibe Check",3014,2020,"United States","Art, Installation art","20002, 2000138",,,"Emotion recognition",200091,Surveillance,200052,Intrusive,2000209,"Vibe Check (classifying emotions)",3015,,
"Vigilance 1.0",888,2001,France,Game,20003,"Surveillance cameras",200080,,,"Crime, Surveillance","200057, 200052","Oppressive, Overwhelming, Protective","2000107, 2000188, 2000317","Vigilance 1.0 (City behavioral surveillance)",1005,,
VOIGHT-KAMPFF,1064,2019,Cuba,"Art, Installation art","20002, 2000138","Emotion recognition",200091,"Emotion recognition",200091,"Dystopian, Free will, Surveillance","200070, 2000163, 200052","Intrusive, Oppressive","2000209, 2000107","VOIGHT-KAMPFF (eye movements analysed)",3080,,
"Volumetric Data Collector",1050,2019,"South Korea","Art, Performance art","20002, 2000140",UGV,2000947,"3D scans",20001081,"Autonomous vehicles, City, Playful","2000201, 2000311, 2000170","Helpful, Wondrous","200098, 2000325","Volumetric Data Collector (Scanning your surroundings)",1049,,
Voyeur,237,1993,,Game,20003,Camera,2000206,,,"Crime, Sex, Surveillance","200057, 200053, 200052","Helpful, Intimate, Intrusive","200098, 2000100, 2000209","Voyeur (Camcorder surveillance)",362,"The Hawke family",726
"Watch Dogs: Legion",2198,2020,,Game,20003,"AI (General Purpose Artificial Intelligence), Augmented reality, Biometrics, Body scans, Camera, Cameraphone, Drones (UAV), Facial recognition, Filtering, Holograms, Machine learning, Non-Visible Spectrum, Optical/ocular implant, Satellite images, Surveillance cameras, UGV, Webcams","2000152, 200074, 20009, 200090, 2000206, 2000154, 200079, 20007, 200013, 20001339, 200012, 2000207, 2000127, 200078, 200080, 2000947, 2000153",,,"AI, City, Crime, Dystopian, Hacking, Surveillance","2000168, 2000311, 200057, 200070, 2000160, 200052","Empowering, Flawed, Intrusive, Oppressive","2000318, 2000208, 2000209, 2000107","Watch Dogs: Legion (Hacking London's surveillance network), Watch Dogs: Legion (AR reconstruction analysis), Watch Dogs: Legion (Holographic broadcast ends with bombing), Watch Dogs: Legion (AR cloaking), Watch Dogs: Legion (Bagley's physical form), Watch Dogs: Legion (The Optik)","2784, 2785, 2791, 2804, 2805, 2806","DedSec Operative, Bagley, Sabine Brandt","2786, 2787, 2792"
"WEARABLE FACE PROJECTOR",1508,2017,China,Art,20002,"Emotion recognition, Facial recognition","200091, 20007",,,"Hacking, Surveillance","2000160, 200052","Flawed, Intrusive","2000208, 2000209","WEARABLE FACE PROJECTOR (wearing another face)",1550,,
"Welcome to Your Authentic Indian ExperienceTM",2083,2017,"United States","Narrative, Short story","20001, 2000134","Virtual reality",2000147,,,"Dystopian, Identity","200070, 2000169","Creepy, Flawed, Subversive","2000327, 2000208, 2000210","Welcome to Your Authentic Indian ExperienceTM  (VR amusement park)",2513,"Jesse (Welcome to Your Authentic Indian ExperienceTM)",2082
"What a Ghost Dreams Of",1079,2019,"Austria, Japan","Art, Installation art","20002, 2000138",,,"Facial recognition, Image generation, Machine learning, Surveillance cameras","20007, 200073, 200012, 200080","AI, Surveillance","2000168, 200052","Intrusive, Wondrous","2000209, 2000325","What a Ghost Dreams of (face captured new faces generated)",1078,,
"Whispers of a Machine",916,2019,Sweden,Game,20003,"Biometrics, Body scans, Microscope/Telescope, Non-Visible Spectrum","20009, 200090, 2000195, 2000207",,,"AI, Consciousness, Crime, Dystopian, Inequality","2000168, 2000171, 200057, 200070, 200089","Empowering, Flawed, Helpful, Overwhelming","2000318, 2000208, 200098, 2000188","Whispers of a Machine (Enhanced vision from nano-substance), Whispers of a Machine (Fake biometric implant)","1743, 2444","Detective Vera Englund, Katarina Berg","1744, 2445"
"White Collar Crime Risk Zones",943,2017,"United States","Art, Installation art, Online art","20002, 2000138, 2000159",,,"Image generation, Machine learning","200073, 200012","Crime, Economy, Identity","200057, 2000172, 2000169","Helpful, Oppressive, Subversive","200098, 2000107, 2000210","White Collar Crime Risk Zones (Predicting Financial Crime Faces)",942,"White Collar Criminal",2743
"Why Him?",417,2016,"United States","Narrative, Movie","20001, 2000130","AI (General Purpose Artificial Intelligence), Cameraphone, Facial recognition, Object recognition, Surveillance cameras","2000152, 2000154, 20007, 200015, 200080",,,"Family, Romantic relationship","2000167, 200048","Alien, Exciting, Neutral","200096, 200097, 2000101","Why Him? (Stephanie scans her face)",416,"Stephanie Flemming, The Flemming Family","418, 804"
Wool,2790,2011,"United States","Narrative, Novel","20001, 2000133","Augmented reality, Filtering","200074, 200013",,,"Climate Change, Dystopian","200069, 200070","Misleading, Oppressive","2000213, 2000107","Wool (Watching outdoors on screens), Wool (Visor showing fake view)","2793, 2795",Holston,2789
"X Degrees of Separation",2250,2018,Germany,"Art, Online art","20002, 2000159",,,"Machine learning, Object recognition","200012, 200015","AI, Playful","2000168, 2000170",Exciting,200097,"X Degrees of Separation (curating artworks)",2251,,
"X-Men: Days of Future Past",2062,2014,"United States","Narrative, Movie","20001, 2000130","Analogue, Augmented reality, Biometrics, Body scans, Camera, Holograms, Surveillance cameras","2000204, 200074, 20009, 200090, 2000206, 20001339, 200080",,,"Identity, Inequality, War","2000169, 200089, 200054","Empowering, Hostile","2000318, 200099","X-Men: Days of Future Past (Crowd records with analogue cameras), X-Men: Days of Future Past (Mystique shapeshifts to use finger scan), X-Men: Days of Future Past (Sentinels identify mutants), X-Men: Days of Future Past (Professor X uses the cerebro)","2184, 2185, 2186, 2188","Mystique, Sentinels (X-Men: Days of Future Past), Professor X, X-Men","2181, 2183, 2187, 2818"
"Yat Madit",2144,2020,Uganda,"Narrative, Short story","20001, 2000134","AI (General Purpose Artificial Intelligence), Cameraphone, Emotion recognition, Surveillance cameras","2000152, 2000154, 200091, 200080",,,"AI, Conflict, Family, Surveillance","2000168, 200055, 2000167, 200052","Helpful, Intrusive","200098, 2000209","Yat Madit (Adak interpretes Amaros's expression)",2140,Amaro,2141
"Years and Years",413,2019,"United Kingdom","Narrative, TV series or episode","20001, 2000131","AI (General Purpose Artificial Intelligence), Augmented reality, Drones (UAV), Filtering, Optical/ocular implant, Virtual reality, Webcams","2000152, 200074, 200079, 200013, 2000127, 2000147, 2000153",,,"Conflict, Dystopian, Family","200055, 200070, 2000167","Dangerous, Exciting, Flawed, Fun, Helpful, Intimate, Overwhelming","2000129, 200097, 2000208, 2000212, 200098, 2000100, 2000188","Years and Years (Bethany hiding behind filter), Years and Years (Failed optical implant), Years and years (Broadcast deepfake issue), Years and years (Webcam diagnosing Edith`s eye)","412, 414, 488, 490","Bethany Bisme-Lyons, Celeste Bisme-Lyons, Lizzie, Vivienne Rook, Edith Lyons, Daniel Lyons, Stephen Lyons","411, 981, 419, 660, 489, 2720, 982"
"YHB Pocket Shield",2047,2020,"United States",Art,20002,"Facial recognition",20007,,,"Hacking, Playful, Surveillance","2000160, 2000170, 200052","Intrusive, Oppressive","2000209, 2000107","YHB Pocket Shield (avoiding facial recognition at protests)",2566,,
"Young Ones",108,2014,"United States","Narrative, Movie","20001, 2000130","Object recognition, Surveillance cameras","200015, 200080",,,"Autonomous vehicles, Climate Change, Companionship, Conflict, Crime, Family, Grief, Romantic relationship","2000201, 200069, 200050, 200055, 200057, 2000167, 2000161, 200048","Helpful, Neutral","200098, 2000101","Young Ones (Robot recording murder)",263,"Ernest Holm, Flem Lever, Mary Holm, Jerome Holm","259, 260, 261, 262"
"You•Who? Customised Cinema Installation",510,2019,Ireland,"Narrative, Movie","20001, 2000130","Facial recognition, Image generation","20007, 200073","Emotion recognition, Facial recognition, Image generation, Webcams","200091, 20007, 200073, 2000153","Dystopian, Free will, Identity","200070, 2000163, 2000169","Alien, Dangerous, Hostile, Intimate, Intrusive, Overwhelming","200096, 2000129, 200099, 2000100, 2000209, 2000188","Who*You (Face replacement)",509,"Protagonist (Who*You)",1732
"Zanan Disruption",3161,2016,"United States, Iran","Art, Photograph/print/painting","20002, 2000157",,,"Interactive panoramas",2000155,"City, Gender, Identity","2000311, 2000165, 2000169","Empowering, Subversive","2000318, 2000210","Zanan Disruption (placing statues)",3162,,
ZARI,2684,2013,"United States","Narrative, Movie","20001, 2000130","AI (General Purpose Artificial Intelligence)",2000152,,,"Animals, Companionship, Robots/androids","2000200, 200050, 200051","Flawed, Helpful, Wondrous","2000208, 200098, 2000325","ZARI (Robot and Dog becomes friends)",2682,Shelly,2681
"“Thoughts and Prayers”",94,2019,"China, United States","Narrative, Short story","20001, 2000134","AI (General Purpose Artificial Intelligence), Augmented reality, Camera, Deepfake, Drones (UAV), Filtering, Image generation, Machine learning","2000152, 200074, 2000206, 200072, 200079, 200013, 200073, 200012",,,"AI, Dystopian, Family, Grief, Physical violence, Social Media","2000168, 200070, 2000167, 2000161, 200056, 2000177","Helpful, Intimate, Intrusive, Oppressive, Overwhelming, Protective","200098, 2000100, 2000209, 2000107, 2000188, 2000317","Thoughts and Prayers (Deepfake), Thoughts and Prayers (AR trolling)","539, 1164","Hayley (Thoughts and Prayers), Abigail Fort (Thoughts and Prayers)","538, 1163"
